date,open,high,low,close,volume
2025-10-27 13:30:00,19.0,20.856000900268555,18.0,18.34000015258789,3287500
2025-10-28 13:30:00,17.75,19.389999389648438,16.75,16.75,656800
2025-10-29 13:30:00,16.770000457763672,17.65999984741211,15.0,16.549999237060547,630000
2025-10-30 13:30:00,16.799999237060547,18.3700008392334,16.59000015258789,18.3700008392334,240700
2025-10-31 13:30:00,18.670000076293945,18.839000701904297,16.209999084472656,16.920000076293945,320000
2025-11-03 14:30:00,17.0,17.559999465942383,15.15999984741211,16.90999984741211,248200
2025-11-04 14:30:00,16.610000610351562,16.610000610351562,15.675000190734863,16.239999771118164,242200
2025-11-05 14:30:00,16.219999313354492,16.764999389648438,15.779999732971191,16.0,164000
2025-11-06 14:30:00,15.850000381469727,16.25,14.0,16.139999389648438,289100
2025-11-07 14:30:00,15.920000076293945,16.270000457763672,15.010000228881836,15.609999656677246,267100
2025-11-10 14:30:00,15.729999542236328,16.190000534057617,14.930000305175781,15.390000343322754,226800
2025-11-11 14:30:00,15.359999656677246,16.100000381469727,14.640000343322754,15.069999694824219,210300
2025-11-12 14:30:00,14.649999618530273,16.079999923706055,13.329999923706055,14.460000038146973,370000
2025-11-13 14:30:00,14.199999809265137,14.550000190734863,13.800000190734863,14.279999732971191,261500
2025-11-14 14:30:00,14.140000343322754,14.630999565124512,13.364999771118164,14.09000015258789,80500
2025-11-17 14:30:00,13.899999618530273,14.604999542236328,13.6899995803833,13.6899995803833,90900
2025-11-18 14:30:00,13.489999771118164,15.375,13.489999771118164,14.869999885559082,102100
2025-11-19 14:30:00,14.880000114440918,15.350000381469727,13.470000267028809,14.600000381469727,212000
2025-11-20 14:30:00,14.600000381469727,15.074999809265137,13.279999732971191,13.289999961853027,136700
2025-11-21 14:30:00,13.960000038146973,14.414999961853027,13.199999809265137,13.989999771118164,264700
2025-11-24 14:30:00,13.800000190734863,14.319999694824219,12.920000076293945,13.0,276100
2025-11-25 14:30:00,12.869999885559082,13.550000190734863,12.680000305175781,12.8100004196167,258700
2025-11-26 14:30:00,12.649999618530273,13.069999694824219,12.239999771118164,12.989999771118164,362000
2025-11-28 14:30:00,13.0,14.180000305175781,12.899999618530273,13.630000114440918,136100
2025-12-01 14:30:00,13.989999771118164,14.0,12.770000457763672,13.59000015258789,158300
2025-12-02 14:30:00,13.510000228881836,14.079999923706055,12.845000267028809,12.890000343322754,134900
2025-12-03 14:30:00,14.109999656677246,17.25,14.109999656677246,16.920000076293945,879600
2025-12-04 14:30:00,16.459999084472656,18.950000762939453,16.0,18.34000015258789,520700
2025-12-05 14:30:00,18.100000381469727,19.246000289916992,17.81999969482422,18.489999771118164,365600
2025-12-08 14:30:00,18.8700008392334,20.100000381469727,18.0,18.450000762939453,358900
2025-12-09 14:30:00,18.260000228881836,19.010000228881836,18.165000915527344,18.850000381469727,188000
2025-12-10 14:30:00,19.149999618530273,21.395000457763672,18.0,20.40999984741211,377300
2025-12-11 14:30:00,20.43000030517578,21.200000762939453,19.454999923706055,20.094999313354492,225500
2025-12-12 14:30:00,20.239999771118164,21.3799991607666,20.040000915527344,20.700000762939453,180700
2025-12-15 14:30:00,20.510000228881836,21.549999237060547,20.2450008392334,21.079999923706055,287900
2025-12-16 14:30:00,21.190000534057617,21.190000534057617,20.010000228881836,20.350000381469727,231500
2025-12-17 14:30:00,20.100000381469727,20.399999618530273,19.38800048828125,19.639999389648438,245200
2025-12-18 14:30:00,19.209999084472656,20.315000534057617,19.209999084472656,19.940000534057617,261900
2025-12-19 14:30:00,19.739999771118164,21.1299991607666,19.739999771118164,20.549999237060547,3294600
2025-12-22 14:30:00,20.1299991607666,21.469999313354492,19.170000076293945,19.18000030517578,401500
2025-12-23 14:30:00,18.81999969482422,19.549999237060547,17.799999237060547,17.860000610351562,150000
2025-12-24 14:30:00,17.780000686645508,18.270000457763672,17.780000686645508,18.1200008392334,106600
2025-12-26 14:30:00,18.049999237060547,18.350000381469727,17.649999618530273,18.010000228881836,99000
2025-12-29 14:30:00,18.0,18.25,17.600000381469727,17.729999542236328,93100
2025-12-30 14:30:00,17.719999313354492,18.329999923706055,17.719999313354492,17.93000030517578,81000
2025-12-31 14:30:00,17.899999618530273,18.2450008392334,17.520000457763672,17.565000534057617,245300
2026-01-02 14:30:00,17.399999618530273,17.780000686645508,15.579999923706055,16.770000457763672,240600
2026-01-05 14:30:00,17.110000610351562,17.329999923706055,15.774999618530273,17.219999313354492,142100
2026-01-06 14:30:00,17.219999313354492,17.40999984741211,16.545000076293945,17.010000228881836,302100
2026-01-07 14:30:00,17.0,17.40999984741211,16.0,16.059999465942383,158800
2026-01-08 14:30:00,16.31999969482422,17.270000457763672,15.876999855041504,17.190000534057617,113700
2026-01-09 14:30:00,17.5,18.989999771118164,17.15999984741211,18.020000457763672,135300
2026-01-12 14:30:00,18.010000228881836,20.5,17.523000717163086,19.06999969482422,188100
